"","iterations","CPLEX_time","SAT_calls","verdict","inst_num","cores_len","CPU","best_UB","solved_by","GREEDY_time","MEM_MB","CPLEX_pop_time","solver","SAT_time","interrupted_by","cores","solution","instance","best_LB","k","num_obj_in_core","cores_obj","CPLEX_seeded"
"1097",33,2366.368,39139,"UNKNOWN",32,2.344488,3599.3457,249,"",0.0171,484,0,"Hybrid A",860.8527,"INTERRUPTED signal 15",9652,249,"rnd10.csv",112,7,NA,NA,NA
"1098",37,3094.7042,17423,"UNKNOWN",47,2.004324,3599.523,579,"",0.0373,788,0,"Hybrid A",123.8593,"INTERRUPTED signal 15",11100,579,"rnd34.csv",573,2,NA,NA,NA
"1099",38,2090.9756,35500,"UNKNOWN",1,2.273947,3599.4416,449,"",0.0145,523,0,"Hybrid A",1147.0853,"INTERRUPTED signal 15",11400,449,"rnd1.csv",408,4,NA,NA,NA
"1100",46,2677.2668,36377,"UNKNOWN",7,2.154928,3599.4673,385,"",0.0358,426,0,"Hybrid A",593.7616,"INTERRUPTED signal 15",13800,385,"rnd12.csv",296,5,NA,NA,NA
"1101",51,3057.9922,31253,"UNKNOWN",53,2.05,3599.7448,455,"",0.0484,405,0,"Hybrid A",130.7306,"INTERRUPTED signal 15",15300,455,"rnd29.csv",369,4,NA,NA,NA
"1102",40,2975.0136,38220,"UNKNOWN",47,2.180917,3599.6894,371,"",0.0187,275,0,"Hybrid A",242.6798,"INTERRUPTED signal 15",12000,371,"rnd34.csv",258,5,NA,NA,NA
"1103",32,2421.2713,26047,"UNKNOWN",1,2.174792,3599.606,533,"",0.0261,486,0,"Hybrid A",684.3134,"INTERRUPTED signal 15",9600,533,"rnd1.csv",528,3,NA,NA,NA
"1104",30,82.5439,14561,"OPTIMUM FOUND",7,2.002299,114.5087,NA,"abstract CPLEX model over objective vars.",0.0219,168,0,"Hybrid A",29.3206,"",8700,560,"rnd12.csv",NA,2,NA,NA,NA
"1105",39,2069.4511,45257,"UNKNOWN",12,2.389231,3599.1809,346,"",0.0326,622,0,"Hybrid A",1040.8042,"INTERRUPTED signal 15",11700,346,"rnd51.csv",152,7,NA,NA,NA
"1106",31,2316.6843,35265,"UNKNOWN",27,2.238925,3599.7301,288,"",0.0102,229,0,"Hybrid A",248.2066,"INTERRUPTED signal 15",9300,288,"rnd46.csv",48,9,NA,NA,NA
"1107",46,2760.5799,25347,"UNKNOWN",53,2.039275,3599.1335,505,"",0.0619,971,0,"Hybrid A",410.2409,"INTERRUPTED signal 15",13800,505,"rnd29.csv",472,3,NA,NA,NA
"1108",1,0.0033,103,"OPTIMUM FOUND",18,2,0.0376,NA,"CPLEX model.",0,43,0,"Hybrid A",0.0052,"",100,937,"rnd52.csv",NA,1,NA,NA,NA
"1109",12,238.1273,3468,"OPTIMUM FOUND",54,2,260.0516,NA,"CPLEX model.",0.0012,157,0,"Hybrid A",0.7959,"",3463,0,"rnd44.csv",NA,10,NA,NA,NA
"1110",33,2841.1363,37412,"UNKNOWN",5,2.268687,3599.708,373,"",0.017,265,0,"Hybrid A",291.0759,"INTERRUPTED signal 15",9900,373,"rnd20.csv",190,6,NA,NA,NA
"1111",53,2913.7128,35382,"UNKNOWN",25,2.054025,3599.7381,319,"",0.0542,308,0,"Hybrid A",127.8525,"INTERRUPTED signal 15",15900,319,"rnd18.csv",173,6,NA,NA,NA
"1112",9,83.7175,2648,"OPTIMUM FOUND",41,2,99.0489,NA,"CPLEX model.",4e-04,142,0,"Hybrid A",0.6286,"",2644,0,"rnd23.csv",NA,10,NA,NA,NA
"1113",49,2949.7791,39864,"UNKNOWN",40,2.107959,3599.7001,446,"",0.0337,294,0,"Hybrid A",169.2055,"INTERRUPTED signal 15",14700,446,"rnd25.csv",328,5,NA,NA,NA
"1114",41,2839.4954,48548,"UNKNOWN",27,2.39634,3599.5828,289,"",0.022,292,0,"Hybrid A",399.4533,"INTERRUPTED signal 15",12078,289,"rnd46.csv",164,7,NA,NA,NA
"1115",32,2141.1907,34361,"UNKNOWN",12,2.155104,3599.7731,315,"",0.0096,248,0,"Hybrid A",85.0078,"INTERRUPTED signal 15",9600,315,"rnd51.csv",27,9,NA,NA,NA
"1116",33,2480.2902,32355,"UNKNOWN",25,2.126768,3599.6156,129,"",0.0266,449,0,"Hybrid A",389.3727,"INTERRUPTED signal 15",9900,129,"rnd18.csv",59,8,NA,NA,NA
"1117",27,1781.7412,33533,"UNKNOWN",5,2.25679,3599.6759,268,"",0.0166,435,0,"Hybrid A",547.5827,"INTERRUPTED signal 15",8100,268,"rnd20.csv",65,8,NA,NA,NA
"1118",40,2585.9618,24107,"UNKNOWN",37,2.065,3599.5248,475,"",0.0455,523,0,"Hybrid A",717.0583,"INTERRUPTED signal 15",12000,475,"rnd60.csv",461,3,NA,NA,NA
"1119",34,2451.0619,38328,"UNKNOWN",18,2.179608,3599.6471,364,"",0.008,458,0,"Hybrid A",256.5263,"INTERRUPTED signal 15",10200,364,"rnd52.csv",93,8,NA,NA,NA
"1120",41,2226.0537,29412,"UNKNOWN",37,2.103659,3599.4372,383,"",0.0388,542,0,"Hybrid A",845.8449,"INTERRUPTED signal 15",12300,383,"rnd60.csv",352,4,NA,NA,NA
"1121",28,1979.904,34555,"UNKNOWN",32,2.195119,3599.4135,183,"",0.0257,626,0,"Hybrid A",915.4763,"INTERRUPTED signal 15",8400,183,"rnd10.csv",16,9,NA,NA,NA
"1122",3,0.0988,706,"OPTIMUM FOUND",40,2,0.2426,NA,"building summations.",1e-04,54,0,"Hybrid A",0.0844,"",600,620,"rnd25.csv",NA,2,NA,NA,NA
"1123",31,2587.4544,36264,"UNKNOWN",35,2.245376,3599.7547,234,"",0.0121,266,0,"Hybrid A",232.9041,"INTERRUPTED signal 15",9300,234,"rnd14.csv",80,8,NA,NA,NA
"1124",6,95.5281,1749,"OPTIMUM FOUND",11,2,109.3773,NA,"CPLEX model.",3e-04,164,0,"Hybrid A",0.5976,"",1745,0,"rnd36.csv",NA,10,NA,NA,NA
"1125",20,303.7452,5920,"OPTIMUM FOUND",1,2,337.8497,NA,"CPLEX model.",8e-04,169,0,"Hybrid A",1.6191,"",5916,0,"rnd1.csv",NA,10,NA,NA,NA
"1126",40,2871.9148,36267,"UNKNOWN",6,2.1265,3599.5176,443,"",0.0279,479,0,"Hybrid A",516.8589,"INTERRUPTED signal 15",12000,443,"rnd11.csv",422,4,NA,NA,NA
"1127",29,1991.5405,36730,"UNKNOWN",38,2.219425,3599.0989,195,"",0.0314,764,0,"Hybrid A",1017.1029,"INTERRUPTED signal 15",8700,195,"rnd9.csv",26,9,NA,NA,NA
"1128",3,0.0281,684,"OPTIMUM FOUND",55,2,0.1233,NA,"building summations.",1e-04,46,0,"Hybrid A",0.0512,"",600,788,"rnd7.csv",NA,1,NA,NA,NA
"1129",52,2509.5938,32939,"UNKNOWN",42,2.076538,3599.1713,403,"",0.0686,655,0,"Hybrid A",778.7655,"INTERRUPTED signal 15",15600,403,"rnd26.csv",354,4,NA,NA,NA
"1130",35,1575.7963,39447,"UNKNOWN",17,2.165048,3585.7869,292,"",0.0424,1154,0,"Hybrid A",1455.3742,"INTERRUPTED signal 15",10500,292,"rnd57.csv",108,8,NA,NA,NA
"1131",33,1900.3057,39820,"UNKNOWN",21,2.227475,3599.7557,264,"",0.0167,325,0,"Hybrid A",424.6715,"INTERRUPTED signal 15",9900,264,"rnd31.csv",55,9,NA,NA,NA
"1132",31,2240.4594,33831,"UNKNOWN",8,2.154301,3599.8295,372,"",0.0083,235,0,"Hybrid A",77.4418,"INTERRUPTED signal 15",9300,372,"rnd50.csv",71,8,NA,NA,NA
"1133",38,2101.8727,41533,"UNKNOWN",14,2.157105,3599.4915,334,"",0.029,652,0,"Hybrid A",517.1175,"INTERRUPTED signal 15",11400,334,"rnd42.csv",88,8,NA,NA,NA
"1134",38,2525.4099,39541,"UNKNOWN",55,2.228421,3599.7246,430,"",0.0176,254,0,"Hybrid A",141.3719,"INTERRUPTED signal 15",11400,430,"rnd7.csv",240,6,NA,NA,NA
"1135",31,1944.5642,34668,"UNKNOWN",56,2.196882,3599.5318,205,"",0.0274,532,0,"Hybrid A",735.508,"INTERRUPTED signal 15",9300,205,"rnd55.csv",26,9,NA,NA,NA
"1136",46,3242.8917,24703,"UNKNOWN",42,2.02529,3599.6267,461,"",0.0615,616,0,"Hybrid A",285.6001,"INTERRUPTED signal 15",13800,461,"rnd26.csv",453,3,NA,NA,NA
"1137",36,1926.2785,41685,"UNKNOWN",2,2.262778,3599.1868,315,"",0.0308,647,0,"Hybrid A",1113.2866,"INTERRUPTED signal 15",10800,315,"rnd58.csv",139,7,NA,NA,NA
"1138",32,2567.9776,25255,"UNKNOWN",6,2.132083,3599.3339,529,"",0.0304,729,0,"Hybrid A",722.4924,"INTERRUPTED signal 15",9600,529,"rnd11.csv",525,3,NA,NA,NA
"1139",31,1485.2299,34090,"UNKNOWN",49,2.456238,3599.057,124,"",0.026,708,0,"Hybrid A",1736.3947,"INTERRUPTED signal 15",9026,124,"rnd21.csv",75,7,NA,NA,NA
"1140",34,2898.5615,34130,"UNKNOWN",56,2.151471,3599.7006,212,"",0.0199,328,0,"Hybrid A",187.4989,"INTERRUPTED signal 15",10200,212,"rnd55.csv",91,7,NA,NA,NA
"1141",37,2172.6666,43387,"UNKNOWN",55,2.220721,3599.7484,378,"",0.0201,299,0,"Hybrid A",274.039,"INTERRUPTED signal 15",11100,378,"rnd7.csv",102,8,NA,NA,NA
"1142",42,2519.5042,12562,"OPTIMUM FOUND",7,2,2969.5011,NA,"CPLEX model.",0.0047,181,0,"Hybrid A",2.203,"",12556,0,"rnd12.csv",NA,10,NA,NA,NA
"1143",30,2820.5846,21233,"UNKNOWN",59,2.106333,3599.6066,445,"",0.0271,590,0,"Hybrid A",488.09,"INTERRUPTED signal 15",9000,445,"rnd13.csv",442,3,NA,NA,NA
"1144",1,0.0029,136,"OPTIMUM FOUND",17,2,0.0429,NA,"CPLEX model.",0,43,0,"Hybrid A",0.0068,"",133,869,"rnd57.csv",NA,1,NA,NA,NA
"1145",36,2262.5921,36916,"UNKNOWN",13,2.240463,3599.4087,478,"",0.0131,516,0,"Hybrid A",729.934,"INTERRUPTED signal 15",10800,478,"rnd54.csv",428,4,NA,NA,NA
"1146",39,1620.2589,35692,"UNKNOWN",23,2.263077,3599.0494,309,"",0.0232,794,0,"Hybrid A",1526.1754,"INTERRUPTED signal 15",11700,309,"rnd49.csv",252,5,NA,NA,NA
"1147",3,0.0274,644,"OPTIMUM FOUND",8,2,0.111,NA,"building summations.",1e-04,46,0,"Hybrid A",0.0437,"",600,806,"rnd50.csv",NA,1,NA,NA,NA
"1148",2,0.0134,401,"OPTIMUM FOUND",14,2,0.0651,NA,"CPLEX model.",0,45,0,"Hybrid A",0.0217,"",397,782,"rnd42.csv",NA,1,NA,NA,NA
"1149",54,1946.6464,37224,"UNKNOWN",54,2.133148,3599.1996,345,"",0.0715,665,0,"Hybrid A",1401.2324,"INTERRUPTED signal 15",16200,345,"rnd44.csv",263,5,NA,NA,NA
"1150",12,5.4187,6573,"OPTIMUM FOUND",35,2,8.5639,NA,"LB >= UB.",0.0048,78,0,"Hybrid A",2.3334,"",3300,743,"rnd14.csv",NA,1,NA,NA,NA
"1151",28,3011.768,27707,"UNKNOWN",2,2.119048,3599.8099,105,"",0.0086,346,0,"Hybrid A",120.9056,"INTERRUPTED signal 15",8400,105,"rnd58.csv",35,9,NA,NA,NA
"1152",29,2573.8665,31197,"UNKNOWN",49,2.169425,3599.772,170,"",0.018,286,0,"Hybrid A",210.6155,"INTERRUPTED signal 15",8700,170,"rnd21.csv",21,9,NA,NA,NA
"1153",35,2032.2893,40060,"UNKNOWN",35,2.363048,3599.2325,294,"",0.0244,625,0,"Hybrid A",1180.6496,"INTERRUPTED signal 15",10500,294,"rnd14.csv",212,6,NA,NA,NA
"1154",38,2823.8961,36290,"UNKNOWN",38,2.096754,3599.7541,348,"",0.0214,327,0,"Hybrid A",100.055,"INTERRUPTED signal 15",11400,348,"rnd9.csv",109,7,NA,NA,NA
"1155",51,2747.659,32759,"UNKNOWN",59,2.055163,3599.3955,445,"",0.0702,835,0,"Hybrid A",457.9495,"INTERRUPTED signal 15",15300,445,"rnd13.csv",350,4,NA,NA,NA
"1156",42,2649.9775,38606,"UNKNOWN",17,2.094206,3599.6082,418,"",0.0278,573,0,"Hybrid A",336.1636,"INTERRUPTED signal 15",12600,418,"rnd57.csv",258,6,NA,NA,NA
"1157",31,2664.0274,27446,"UNKNOWN",13,2.19957,3599.4351,566,"",0.0091,666,0,"Hybrid A",811.097,"INTERRUPTED signal 15",9300,566,"rnd54.csv",562,3,NA,NA,NA
"1158",38,2652.6492,39054,"UNKNOWN",8,2.202368,3599.6803,348,"",0.0211,340,0,"Hybrid A",302.8738,"INTERRUPTED signal 15",11400,348,"rnd50.csv",206,6,NA,NA,NA
"1159",27,3062.9362,14565,"UNKNOWN",23,2.012099,3599.6718,542,"",0.0217,528,0,"Hybrid A",186.3748,"INTERRUPTED signal 15",8100,542,"rnd49.csv",540,2,NA,NA,NA
"1160",39,2246.8798,45280,"UNKNOWN",21,2.290769,3599.537,375,"",0.0262,438,0,"Hybrid A",637.3282,"INTERRUPTED signal 15",11700,375,"rnd31.csv",188,7,NA,NA,NA
"1161",45,2577.7861,39270,"UNKNOWN",14,2.10563,3599.6586,423,"",0.0217,367,0,"Hybrid A",107.0036,"INTERRUPTED signal 15",13500,423,"rnd42.csv",228,6,NA,NA,NA
"1162",3,0.0818,778,"OPTIMUM FOUND",54,2,0.2441,NA,"building summations.",1e-04,53,0,"Hybrid A",0.1034,"",600,507,"rnd44.csv",NA,2,NA,NA,NA
"1163",46,3117.4914,13802,"UNKNOWN",32,2,3599.8687,793,"",0,181,0,"Hybrid A",2.4305,"INTERRUPTED signal 15",13800,793,"rnd10.csv",0,10,NA,NA,NA
"1164",45,3162.713,20449,"UNKNOWN",43,2.007037,3599.7667,628,"",0.0578,312,0,"Hybrid A",382.0917,"INTERRUPTED signal 15",13500,628,"rnd45.csv",626,2,NA,NA,NA
"1165",38,2231.8232,46468,"UNKNOWN",9,2.367632,3599.4712,367,"",0.0262,402,0,"Hybrid A",845.8614,"INTERRUPTED signal 15",11400,367,"rnd27.csv",148,7,NA,NA,NA
"1166",45,2311.3299,48157,"UNKNOWN",11,2.297111,3599.4638,505,"",0.0231,570,0,"Hybrid A",937.661,"INTERRUPTED signal 15",13500,505,"rnd36.csv",386,5,NA,NA,NA
"1167",37,2884.4565,41276,"UNKNOWN",26,2.232703,3599.7639,323,"",0.0163,252,0,"Hybrid A",162.0884,"INTERRUPTED signal 15",11100,323,"rnd24.csv",144,7,NA,NA,NA
"1168",3,0.1026,656,"OPTIMUM FOUND",46,2,0.2149,NA,"building summations.",1e-04,55,0,"Hybrid A",0.06,"",600,595,"rnd8.csv",NA,2,NA,NA,NA
"1169",35,2565.7665,41800,"UNKNOWN",48,2.210286,3599.7705,323,"",0.0115,292,0,"Hybrid A",231.2531,"INTERRUPTED signal 15",10500,323,"rnd56.csv",71,8,NA,NA,NA
"1170",47,3293.1139,14112,"UNKNOWN",9,2,3599.7636,6,"",0.0229,201,0,"Hybrid A",3.2443,"INTERRUPTED signal 15",14100,6,"rnd27.csv",0,10,NA,NA,NA
"1171",46,2432.3455,44179,"UNKNOWN",52,2.280217,3599.622,471,"",0.0217,386,0,"Hybrid A",754.2822,"INTERRUPTED signal 15",13800,471,"rnd17.csv",354,5,NA,NA,NA
"1172",33,2791.9632,38951,"UNKNOWN",16,2.319697,3599.66,208,"",0.0212,283,0,"Hybrid A",299.6328,"INTERRUPTED signal 15",9900,208,"rnd15.csv",64,8,NA,NA,NA
"1173",40,2520.2817,19410,"UNKNOWN",52,2.011833,3599.771,650,"",0.0376,292,0,"Hybrid A",228.5165,"INTERRUPTED signal 15",12000,650,"rnd17.csv",642,2,NA,NA,NA
"1174",49,2724.6803,43157,"UNKNOWN",28,2.153878,3599.6623,313,"",0.0276,335,0,"Hybrid A",184.669,"INTERRUPTED signal 15",14700,313,"rnd16.csv",141,7,NA,NA,NA
"1175",40,2585.338,40670,"UNKNOWN",43,2.27775,3599.6151,409,"",0.0157,315,0,"Hybrid A",411.5166,"INTERRUPTED signal 15",12000,409,"rnd45.csv",314,5,NA,NA,NA
"1176",36,2259.993,37629,"UNKNOWN",51,2.271204,3599.4262,297,"",0.0261,594,0,"Hybrid A",840.3753,"INTERRUPTED signal 15",10800,297,"rnd40.csv",115,7,NA,NA,NA
"1177",31,2106.9212,37860,"UNKNOWN",60,2.27,3599.5807,252,"",0.0178,371,0,"Hybrid A",563.6135,"INTERRUPTED signal 15",9300,252,"rnd53.csv",135,7,NA,NA,NA
"1178",27,1314.7063,17090,"UNKNOWN",11,2.032716,3599.4244,737,"",0.0191,975,0,"Hybrid A",280.9547,"INTERRUPTED signal 15",8100,737,"rnd36.csv",734,2,NA,NA,NA
"1179",37,2436.7014,34666,"UNKNOWN",46,2.146216,3599.7335,375,"",0.0171,378,0,"Hybrid A",268.808,"INTERRUPTED signal 15",11100,375,"rnd8.csv",259,5,NA,NA,NA
"1180",34,700.0634,21443,"UNKNOWN",39,2.082323,3598.9446,278,"",0.0299,537,0,"Hybrid A",2870.2462,"INTERRUPTED signal 15",9900,278,"rnd33.csv",271,4,NA,NA,NA
"1181",10,2.0462,6434,"OPTIMUM FOUND",48,2,7.8961,NA,"LB >= UB.",0.0029,96,0,"Hybrid A",5.1692,"",2700,853,"rnd56.csv",NA,1,NA,NA,NA
"1182",23,125.0581,14732,"OPTIMUM FOUND",58,2.014091,222.8887,NA,"LB >= UB.",0.0142,264,0,"Hybrid A",93.8595,"",6600,721,"rnd48.csv",NA,2,NA,NA,NA
"1183",3,0.1059,802,"OPTIMUM FOUND",4,2,0.2998,NA,"building summations.",1e-04,55,0,"Hybrid A",0.1174,"",600,717,"rnd2.csv",NA,2,NA,NA,NA
"1184",38,2049.998,37590,"UNKNOWN",16,2.286491,3599.4907,306,"",0.0175,565,0,"Hybrid A",1035.497,"INTERRUPTED signal 15",11400,306,"rnd15.csv",170,6,NA,NA,NA
"1185",43,2738.4214,40263,"UNKNOWN",24,2.172403,3599.5483,354,"",0.0244,442,0,"Hybrid A",458.3297,"INTERRUPTED signal 15",12900,354,"rnd19.csv",297,5,NA,NA,NA
"1186",32,2756.611,33127,"UNKNOWN",28,2.129479,3599.7355,190,"",0.0191,314,0,"Hybrid A",168.7909,"INTERRUPTED signal 15",9600,190,"rnd16.csv",35,9,NA,NA,NA
"1187",39,2590.0448,20907,"UNKNOWN",41,2.040855,3599.2955,402,"",0.0411,578,0,"Hybrid A",932.2371,"INTERRUPTED signal 15",11700,402,"rnd23.csv",399,3,NA,NA,NA
"1188",34,2625.4079,34580,"UNKNOWN",51,2.108725,3599.8096,215,"",0.0183,291,0,"Hybrid A",118.1415,"INTERRUPTED signal 15",10200,215,"rnd40.csv",30,9,NA,NA,NA
"1189",28,2031.5827,32528,"UNKNOWN",60,2.18631,3599.5993,257,"",0.0088,504,0,"Hybrid A",520.4565,"INTERRUPTED signal 15",8400,257,"rnd53.csv",27,9,NA,NA,NA
"1190",32,2660.5007,31558,"UNKNOWN",36,2.164167,3599.6528,414,"",0.0127,340,0,"Hybrid A",297.5592,"INTERRUPTED signal 15",9600,414,"rnd47.csv",405,4,NA,NA,NA
"1191",44,2289.3168,28742,"UNKNOWN",41,2.111894,3599.122,326,"",0.0528,669,0,"Hybrid A",1174.7817,"INTERRUPTED signal 15",13200,326,"rnd23.csv",320,4,NA,NA,NA
"1192",30,1655.6845,39618,"UNKNOWN",9,2.276889,3599.332,292,"",0.0268,604,0,"Hybrid A",1258.2274,"INTERRUPTED signal 15",9000,292,"rnd27.csv",25,9,NA,NA,NA
"1193",27,1956.3728,33824,"UNKNOWN",26,2.240123,3599.1949,194,"",0.0175,582,0,"Hybrid A",1065.6579,"INTERRUPTED signal 15",8100,194,"rnd24.csv",37,9,NA,NA,NA
"1194",28,1776.0376,23113,"UNKNOWN",36,2.154643,3599.5507,517,"",0.0215,629,0,"Hybrid A",662.0181,"INTERRUPTED signal 15",8400,517,"rnd47.csv",515,3,NA,NA,NA
"1195",37,2611.3652,18650,"UNKNOWN",39,2.016937,3599.5325,354,"",0.035,510,0,"Hybrid A",912.0116,"INTERRUPTED signal 15",11100,354,"rnd33.csv",352,3,NA,NA,NA
"1196",38,1714.1832,40479,"UNKNOWN",48,2.312368,3599.0266,333,"",0.0352,718,0,"Hybrid A",1409.9503,"INTERRUPTED signal 15",11400,333,"rnd56.csv",233,6,NA,NA,NA
"1197",51,2840.8019,43665,"UNKNOWN",58,2.130196,3599.6711,455,"",0.016,279,0,"Hybrid A",94.7921,"INTERRUPTED signal 15",15300,455,"rnd48.csv",364,5,NA,NA,NA
"1198",41,2657.5041,44267,"UNKNOWN",4,2.281463,3599.6833,481,"",0.0158,285,0,"Hybrid A",217.12,"INTERRUPTED signal 15",12300,481,"rnd2.csv",369,5,NA,NA,NA
"1199",3,0.0241,611,"OPTIMUM FOUND",16,2,0.0857,NA,"building summations.",2e-04,45,0,"Hybrid A",0.033,"",600,617,"rnd15.csv",NA,1,NA,NA,NA
"1200",18,406.0879,14249,"UNKNOWN",24,2.068333,3599.4053,603,"",0.0088,840,0,"Hybrid A",391.4605,"INTERRUPTED signal 15",5400,603,"rnd19.csv",600,2,NA,NA,NA
"1201",1,0.0044,19,"OPTIMUM FOUND",3,3,0.064,NA,"LB >= UB.",0,57,0,"Hybrid B",0.0239,"",2,359,"rnd41.csv",NA,3,1.0426,94,NA
"1202",8,2.8793,9261,"OPTIMUM FOUND",11,2.622044,483.5367,NA,"CPLEX model.",0.0023,208,0,"Hybrid B",478.9307,"",2114,293,"rnd36.csv",NA,6,6.4486,243,NA
"1203",0,0,2,"OPTIMUM FOUND",53,0,0.0264,NA,"disjoint phase.",0,41,0,"Hybrid B",0.0015,"",0,721,"rnd29.csv",NA,1,NA,NA,NA
"1204",4,1.7425,5500,"OPTIMUM FOUND",16,2.286957,129.917,NA,"CPLEX model.",3e-04,126,0,"Hybrid B",126.973,"",920,123,"rnd15.csv",NA,7,1.9568,301,NA
"1205",0,0,2,"OPTIMUM FOUND",4,0,0.3826,NA,"disjoint phase.",0,88,0,"Hybrid B",0.2038,"",0,0,"rnd2.csv",NA,10,NA,NA,NA
"1206",5,1.7802,5684,"OPTIMUM FOUND",45,2.255302,121.5902,NA,"CPLEX model.",4e-04,129,0,"Hybrid B",118.177,"",1226,270,"rnd38.csv",NA,6,2.0476,315,NA
"1207",36,61.3361,29267,"UNKNOWN",7,2.656081,3597.6371,242,"",0.0499,711,0,"Hybrid B",3500.0862,"INTERRUPTED signal 15",10517,242,"rnd12.csv",104,8,18.0377,398,NA
"1208",0,0,2,"OPTIMUM FOUND",7,0,0.3677,NA,"disjoint phase.",0,87,0,"Hybrid B",0.2354,"",0,0,"rnd12.csv",NA,10,NA,NA,NA
"1209",0,0,1,"OPTIMUM FOUND",45,0,0.025,NA,"Init Bounds.",0,41,0,"Hybrid B",0.001,"",0,925,"rnd38.csv",NA,1,NA,NA,NA
"1210",26,90.1197,21544,"UNKNOWN",2,3.101231,3599.2255,263,"",0.0253,556,0,"Hybrid B",3437.4049,"INTERRUPTED signal 15",7557,263,"rnd58.csv",156,7,14.9654,607,NA
"1211",1,0.0072,53,"OPTIMUM FOUND",3,3.666667,0.38,NA,"LB >= UB.",0,59,0,"Hybrid B",0.3321,"",3,285,"rnd41.csv",NA,4,1.0816,98,NA
"1212",0,0,1,"OPTIMUM FOUND",11,0,0.0246,NA,"Init Bounds.",0,41,0,"Hybrid B",9e-04,"",0,885,"rnd36.csv",NA,1,NA,NA,NA
"1213",35,30.1239,30038,"UNKNOWN",53,2.886206,3588.8273,351,"",0.0482,2067,0,"Hybrid B",3519.7901,"INTERRUPTED signal 15",10229,351,"rnd29.csv",219,6,18.3794,506,NA
"1214",1,0.0077,69,"OPTIMUM FOUND",4,4,0.5479,NA,"LB >= UB.",0,60,0,"Hybrid B",0.4876,"",4,483,"rnd2.csv",NA,4,1.1304,92,NA
"1215",0,0,2,"OPTIMUM FOUND",43,0,0.3628,NA,"disjoint phase.",0,89,0,"Hybrid B",0.2155,"",0,0,"rnd45.csv",NA,10,NA,NA,NA
"1216",1,0.0326,69,"OPTIMUM FOUND",24,3.25,0.2863,NA,"LB >= UB.",0,64,0,"Hybrid B",0.1921,"",4,396,"rnd19.csv",NA,4,1.0415,217,NA
"1217",1,0,7,"OPTIMUM FOUND",7,3,0.0264,NA,"LB >= UB.",0,42,0,"Hybrid B",0.0033,"",1,659,"rnd12.csv",NA,1,1.0392,51,NA
"1218",0,0,2,"OPTIMUM FOUND",54,0,0.029,NA,"disjoint phase.",0,46,0,"Hybrid B",0.0032,"",0,507,"rnd44.csv",NA,2,NA,NA,NA
"1219",0,0,2,"OPTIMUM FOUND",2,0,0.1884,NA,"disjoint phase.",0,82,0,"Hybrid B",0.0755,"",0,35,"rnd58.csv",NA,9,NA,NA,NA
"1220",27,140.7898,27468,"UNKNOWN",53,2.935227,3598.3541,196,"",0.0263,1129,0,"Hybrid B",3359.5873,"INTERRUPTED signal 15",7534,196,"rnd29.csv",87,8,13.4265,565,NA
"1221",0,0,2,"OPTIMUM FOUND",31,0,1.139,NA,"disjoint phase.",0,90,0,"Hybrid B",1.0174,"",0,0,"rnd4.csv",NA,10,NA,NA,NA
"1222",1,0.0038,32,"OPTIMUM FOUND",14,3.2,0.0812,NA,"LB >= UB.",0,50,0,"Hybrid B",0.0361,"",5,655,"rnd42.csv",NA,2,1.1028,107,NA
"1223",3,0.1239,4762,"OPTIMUM FOUND",54,2.070957,14.0064,NA,"CPLEX model.",1e-04,72,0,"Hybrid B",13.36,"",606,269,"rnd44.csv",NA,5,1.2404,183,NA
"1224",30,67.6033,25452,"UNKNOWN",11,3.134141,3599.1524,250,"",0.0318,692,0,"Hybrid B",3466.8463,"INTERRUPTED signal 15",8752,250,"rnd36.csv",118,8,18.4281,577,NA
"1225",3,3.4116,4845,"OPTIMUM FOUND",16,2.094371,68.3633,NA,"CPLEX model.",0,120,0,"Hybrid B",63.1393,"",604,34,"rnd15.csv",NA,9,1.1425,428,NA
"1226",5,0.9997,5745,"OPTIMUM FOUND",14,2.128289,46.6855,NA,"CPLEX model.",7e-04,117,0,"Hybrid B",44.5614,"",1216,332,"rnd42.csv",NA,5,1.5889,287,NA
"1227",1,0.005,32,"OPTIMUM FOUND",4,3,0.1048,NA,"LB >= UB.",0,58,0,"Hybrid B",0.0519,"",3,593,"rnd2.csv",NA,3,1.0732,82,NA
"1228",8,18.0274,8904,"OPTIMUM FOUND",45,2.998605,598.6607,NA,"CPLEX model.",0,269,0,"Hybrid B",570.1049,"",2151,110,"rnd38.csv",NA,8,5.095,537,NA
"1229",10,3.4496,9676,"OPTIMUM FOUND",7,2.574908,363.8085,NA,"CPLEX model.",0.0033,350,0,"Hybrid B",358.2437,"",2710,235,"rnd12.csv",NA,6,7.1245,257,NA
"1230",1,0.0047,30,"OPTIMUM FOUND",24,3,0.0881,NA,"LB >= UB.",0,59,0,"Hybrid B",0.0383,"",3,498,"rnd19.csv",NA,3,1.033,182,NA
"1231",2,0.1599,590,"OPTIMUM FOUND",29,2.091205,5.8206,NA,"CPLEX model.",1e-04,65,0,"Hybrid B",5.5537,"",307,364,"rnd5.csv",NA,5,1.1174,298,NA
"1232",3,0.0106,1741,"OPTIMUM FOUND",8,2.499171,1.2694,NA,"LB >= UB.",1e-04,52,0,"Hybrid B",1.1857,"",603,674,"rnd50.csv",NA,2,1.3444,151,NA
