"","instance","solver","X.nodes","cores_len","SAT_time","verdict","best_LB","solved_by","SAT_calls","interrupted_by","CPLEX_seeded","solution","CPU","CPLEX_pop_time","X.edges","iterations","inst_num.x","MEM_MB","CPLEX_time","best_UB","cores","GREEDY_time","num_obj_in_core","cores_obj","inst_num.y","wat","Dataset","inst_num"
"297","ex112.gr","Base(IP)",318,1,159.3549,"UNKNOWN",3,"",4,"","seeded",78,713.497,0,559,2,108,32721,387.593,78,1,0,NA,NA,108,"","Real-World graphs",NA
"298","ex116.gr","Hybrid",453,2.096774,61.7074,"UNKNOWN",0,"",100,"INTERRUPTED signal 100",NA,82,142.7684,0,742,1,102,32004,0.0209,82,62,0,1.0022,205660,102,"","Real-World graphs",NA
"299","ex116.gr","Base",453,NA,NA,"",NA,"",NA,"","",NA,NA,NA,742,NA,102,NA,NA,NA,NA,NA,NA,NA,102,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"300","ex116.gr","Base(IP)",453,NA,NA,"",NA,"",NA,"","",NA,NA,NA,742,NA,102,NA,NA,NA,NA,NA,NA,NA,102,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"301","ex120.gr","Hybrid",188,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,318,NA,125,NA,NA,NA,NA,NA,NA,NA,125,"","Real-World graphs",NA
"302","ex120.gr","Base",188,1.25,3564.9622,"UNKNOWN",7,"",8,"INTERRUPTED signal 15","",45,3586.6732,0,318,3,125,2789,0.0053,45,4,0,NA,NA,125,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"303","ex120.gr","Base(IP)",188,1,105.8888,"UNKNOWN",3,"",5,"INTERRUPTED signal 15","seeded",45,3584.1179,0,318,1,125,13648,123.0429,45,2,0,NA,NA,125,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"304","ex128.gr","Hybrid",194,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,2513,NA,138,NA,NA,NA,NA,NA,NA,NA,138,"","Real-World graphs",NA
"305","ex128.gr","Base",194,1.083333,405.2931,"OPTIMUM FOUND",NA,"CPLEX model.",39,"","",28,432.9559,9e-04,2513,2,138,3297,0.0037,NA,24,0,NA,NA,138,"","Real-World graphs",NA
"306","ex128.gr","Base(IP)",194,1,110.1001,"UNKNOWN",22,"",25,"INTERRUPTED signal 15","seeded",43,3584.8271,0,2513,1,138,14234,103.5431,43,22,0,NA,NA,138,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"307","ex129.gr","Hybrid",737,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,2826,NA,120,NA,NA,NA,NA,NA,NA,NA,120,"","Real-World graphs",NA
"308","ex129.gr","Base",737,NA,NA,"",NA,"",NA,"","",NA,NA,NA,2826,NA,120,NA,NA,NA,NA,NA,NA,NA,120,"","Real-World graphs",NA
"309","ex129.gr","Base(IP)",737,NA,NA,"",NA,"",NA,"","",NA,NA,NA,2826,NA,120,NA,NA,NA,NA,NA,NA,NA,120,"","Real-World graphs",NA
"310","ex131.gr","Hybrid",292,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,1386,NA,118,NA,NA,NA,NA,NA,NA,NA,118,"","Real-World graphs",NA
"311","ex131.gr","Base",292,1,3464.1933,"UNKNOWN",14,"",15,"INTERRUPTED signal 15","",143,3551.439,0.0022,1386,3,118,10382,0.0085,143,9,0,NA,NA,118,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"312","ex131.gr","Base(IP)",292,1,136.9454,"UNKNOWN",5,"",8,"","seeded",143,1115.8998,0,1386,2,118,31325,856.5805,143,5,0,NA,NA,118,"","Real-World graphs",NA
"313","ex133.gr","Hybrid",522,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,105.5675,0,1296,0,141,32773,0,0,0,0,NA,NA,141,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"314","ex133.gr","Base",522,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1296,NA,141,NA,NA,NA,NA,NA,NA,NA,141,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"315","ex133.gr","Base(IP)",522,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1296,NA,141,NA,NA,NA,NA,NA,NA,NA,141,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"316","ex140.gr","Hybrid",258,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,467,NA,123,NA,NA,NA,NA,NA,NA,NA,123,"","Real-World graphs",NA
"317","ex140.gr","Base",258,1.5,3506.7523,"UNKNOWN",7,"",14,"INTERRUPTED signal 15","",69,3567.0386,0,467,3,123,9428,0.0086,69,4,0,NA,NA,123,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"318","ex140.gr","Base(IP)",258,1,123.5552,"UNKNOWN",3,"",5,"","seeded",69,814.1617,0,467,2,123,32738,603.1416,69,2,0,NA,NA,123,"","Real-World graphs",NA
"319","ex141.gr","Hybrid",226,4.158253,3573.394,"UNKNOWN",9,"",23128,"INTERRUPTED signal 15",NA,47,3587.1501,0,1168,15,132,5677,2.096,47,3962,0.0047,1.0044,51300,132,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"320","ex141.gr","Base",226,1.25,3539.7037,"UNKNOWN",23,"",53,"INTERRUPTED signal 15","",42,3578.5347,0.002,1168,5,132,5075,0.0078,42,16,0,NA,NA,132,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"321","ex141.gr","Base(IP)",226,1,97.9122,"UNKNOWN",6,"",9,"INTERRUPTED signal 15","seeded",42,3577.6732,0,1168,1,132,22799,152.7567,42,6,0,NA,NA,132,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"322","ex150.gr","Hybrid",839,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,27224,NA,133,NA,NA,NA,NA,NA,NA,NA,133,"","Real-World graphs",NA
"323","ex150.gr","Base",839,NA,NA,"",NA,"",NA,"","",NA,NA,NA,27224,NA,133,NA,NA,NA,NA,NA,NA,NA,133,"","Real-World graphs",NA
"324","ex150.gr","Base(IP)",839,NA,NA,"",NA,"",NA,"","",NA,NA,NA,27224,NA,133,NA,NA,NA,NA,NA,NA,NA,133,"","Real-World graphs",NA
"325","ex155.gr","Hybrid",758,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,11580,NA,110,NA,NA,NA,NA,NA,NA,NA,110,"","Real-World graphs",NA
"326","ex155.gr","Base",758,NA,NA,"",NA,"",NA,"","",NA,NA,NA,11580,NA,110,NA,NA,NA,NA,NA,NA,NA,110,"","Real-World graphs",NA
"327","ex155.gr","Base(IP)",758,NA,NA,"",NA,"",NA,"","",NA,NA,NA,11580,NA,110,NA,NA,NA,NA,NA,NA,NA,110,"","Real-World graphs",NA
"328","ex156.gr","Hybrid",264,3.136536,3540.6587,"UNKNOWN",5,"",8184,"INTERRUPTED signal 15",NA,52,3553.793,0,630,6,104,8970,0.8995,52,1582,0.0024,1.0038,69958,104,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"329","ex156.gr","Base",264,1.25,3504.5535,"UNKNOWN",7,"",6,"INTERRUPTED signal 15","",117,3565.6131,0,630,2,104,9788,0.0053,117,4,0,NA,NA,104,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"330","ex156.gr","Base(IP)",264,1,155.0961,"UNKNOWN",3,"",5,"","seeded",117,894.658,0,630,2,104,32636,643.9113,117,3,0,NA,NA,104,"","Real-World graphs",NA
"331","ex158.gr","Hybrid",596,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,98.6251,0,1413,0,127,32793,0,0,0,0,NA,NA,127,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"332","ex158.gr","Base",596,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1413,NA,127,NA,NA,NA,NA,NA,NA,NA,127,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"333","ex158.gr","Base(IP)",596,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1413,NA,127,NA,NA,NA,NA,NA,NA,NA,127,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"334","ex162.gr","Hybrid",755,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,1302,NA,139,NA,NA,NA,NA,NA,NA,NA,139,"","Real-World graphs",NA
"335","ex162.gr","Base",755,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1302,NA,139,NA,NA,NA,NA,NA,NA,NA,139,"","Real-World graphs",NA
"336","ex162.gr","Base(IP)",755,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1302,NA,139,NA,NA,NA,NA,NA,NA,NA,139,"","Real-World graphs",NA
"337","ex163.gr","Hybrid",244,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,445,NA,150,NA,NA,NA,NA,NA,NA,NA,150,"","Real-World graphs",NA
"338","ex163.gr","Base",244,1,3516.3744,"UNKNOWN",7,"",6,"INTERRUPTED signal 15","",58,3567.3231,0,445,3,150,5616,0.0071,58,4,0,NA,NA,150,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"339","ex163.gr","Base(IP)",244,1,106.6474,"UNKNOWN",3,"",5,"INTERRUPTED signal 15","seeded",58,3572.478,0,445,1,150,31226,104.1432,58,2,0,NA,NA,150,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"340","ex165.gr","Hybrid",222,3.648053,3575.1365,"UNKNOWN",6,"",24869,"INTERRUPTED signal 15",NA,38,3588.8055,0,742,17,105,5418,1.9381,38,4853,0.0091,1.0045,49504,105,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"341","ex165.gr","Base",222,1.285714,3543.0749,"UNKNOWN",11,"",13,"INTERRUPTED signal 15","",40,3579.5553,9e-04,742,4,105,5701,0.0079,40,7,0,NA,NA,105,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"342","ex165.gr","Base(IP)",222,1,80.1131,"UNKNOWN",4,"",6,"INTERRUPTED signal 15","seeded",40,3578.0875,0,742,1,105,23059,134.4931,40,3,0,NA,NA,105,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"343","ex166.gr","Hybrid",217,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,402,NA,119,NA,NA,NA,NA,NA,NA,NA,119,"","Real-World graphs",NA
"344","ex166.gr","Base",217,1.2,3542.5271,"UNKNOWN",8,"",9,"INTERRUPTED signal 15","",57,3576.8708,0,402,3,119,5061,0.0061,57,5,0,NA,NA,119,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"345","ex166.gr","Base(IP)",217,1,164.2517,"UNKNOWN",3,"",6,"INTERRUPTED signal 15","seeded",30,3577.9531,0,402,1,119,22144,121.8534,30,3,0,NA,NA,119,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"346","ex174.gr","Hybrid",350,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,1665,NA,126,NA,NA,NA,NA,NA,NA,NA,126,"","Real-World graphs",NA
"347","ex174.gr","Base",350,1,451.0135,"OPTIMUM FOUND",NA,"CPLEX model.",23,"","",24,635.6809,0,1665,1,126,22303,0.002,NA,20,0,NA,NA,126,"","Real-World graphs",NA
"348","ex174.gr","Base(IP)",350,1,425.7067,"UNKNOWN",18,"",21,"","seeded",57,956.2659,0,1665,2,126,32612,320.8017,57,18,0,NA,NA,126,"","Real-World graphs",NA
"349","ex175.gr","Hybrid",227,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,1000,NA,115,NA,NA,NA,NA,NA,NA,NA,115,"","Real-World graphs",NA
"350","ex175.gr","Base",227,1.4,3541.6775,"UNKNOWN",16,"",33,"INTERRUPTED signal 15","",45,3580.6928,0.002,1000,5,115,5102,0.0101,45,10,0,NA,NA,115,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"351","ex175.gr","Base(IP)",227,1,131.6849,"UNKNOWN",6,"",8,"INTERRUPTED signal 15","seeded",78,3575.3532,0,1000,1,115,24962,149.7613,78,5,0,NA,NA,115,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"352","ex180.gr","Hybrid",479,NA,36.437,"UNKNOWN",0,"",0,"INTERRUPTED signal 100",NA,0,NA,NA,13293,NA,114,NA,NA,0,NA,NA,NA,NA,114,"","Real-World graphs",NA
"353","ex180.gr","Base",479,NA,NA,"",NA,"",NA,"","",NA,NA,NA,13293,NA,114,NA,NA,NA,NA,NA,NA,NA,114,"","Real-World graphs",NA
"354","ex180.gr","Base(IP)",479,NA,NA,"",NA,"",NA,"","",NA,NA,NA,13293,NA,114,NA,NA,NA,NA,NA,NA,NA,114,"","Real-World graphs",NA
"355","ex185.gr","Hybrid",237,4.856774,3546.7053,"UNKNOWN",5,"",12540,"INTERRUPTED signal 15",NA,37,3566.9782,0,793,32,121,6424,5.9442,37,9300,0.044,1.0042,56404,121,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"356","ex185.gr","Base",237,1.333333,3530.6495,"UNKNOWN",11,"",17,"INTERRUPTED signal 15","",26,3577.1232,0.001,793,4,121,5918,0.0082,26,6,0,NA,NA,121,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"357","ex185.gr","Base(IP)",237,1,117.5937,"UNKNOWN",5,"",6,"INTERRUPTED signal 15","seeded",97,3574.3252,0,793,1,121,28777,120.3025,97,3,0,NA,NA,121,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"358","ex187.gr","Hybrid",240,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,453,NA,145,NA,NA,NA,NA,NA,NA,NA,145,"","Real-World graphs",NA
"359","ex187.gr","Base",240,1.2,3529.5361,"UNKNOWN",8,"",12,"INTERRUPTED signal 15","",43,3575.3413,0,453,3,145,5494,0.0067,43,5,0,NA,NA,145,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"360","ex187.gr","Base(IP)",240,1,144.6983,"UNKNOWN",3,"",6,"INTERRUPTED signal 15","seeded",43,3572.0831,0,453,1,145,29915,110.549,43,3,0,NA,NA,145,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"361","ex191.gr","Hybrid",492,NA,24.1835,"UNKNOWN",0,"",0,"INTERRUPTED signal 100",NA,0,NA,NA,1608,NA,140,NA,NA,0,NA,NA,NA,NA,140,"","Real-World graphs",NA
"362","ex191.gr","Base",492,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1608,NA,140,NA,NA,NA,NA,NA,NA,NA,140,"","Real-World graphs",NA
"363","ex191.gr","Base(IP)",492,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1608,NA,140,NA,NA,NA,NA,NA,NA,NA,140,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"364","ex194.gr","Hybrid",782,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,1944,NA,135,NA,NA,NA,NA,NA,NA,NA,135,"","Real-World graphs",NA
"365","ex194.gr","Base",782,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1944,NA,135,NA,NA,NA,NA,NA,NA,NA,135,"","Real-World graphs",NA
"366","ex194.gr","Base(IP)",782,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1944,NA,135,NA,NA,NA,NA,NA,NA,NA,135,"","Real-World graphs",NA
"367","ex195.gr","Hybrid",216,3.017153,3563.5785,"UNKNOWN",4,"",9340,"INTERRUPTED signal 15",NA,30,3572.0719,0,382,7,101,4866,0.6607,30,1749,0.0023,1.0046,46870,101,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"368","ex195.gr","Base",216,1.5,3542.9837,"UNKNOWN",7,"",23,"INTERRUPTED signal 15","",21,3576.6917,0.001,382,3,101,5035,0.0063,21,4,0,NA,NA,101,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"369","ex195.gr","Base(IP)",216,1,147.4106,"UNKNOWN",3,"",5,"INTERRUPTED signal 15","seeded",49,3577.3548,0,382,1,101,21581,126.8508,49,2,0,NA,NA,101,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"370","ex199.gr","Hybrid",310,2.70508,3551.1073,"UNKNOWN",4,"",6025,"INTERRUPTED signal 15",NA,34,3568.7912,0,537,6,109,13933,1.2422,34,1319,0.0017,1.0032,96408,109,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"371","ex199.gr","Base",310,1.333333,3447.2756,"UNKNOWN",6,"",10,"INTERRUPTED signal 15","",118,3551.5016,0,537,3,109,11412,0.0105,118,3,0,NA,NA,109,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"372","ex199.gr","Base(IP)",310,NA,NA,"UNKNOWN",3,"",NA,"","seeded",118,NA,NA,537,NA,109,NA,NA,118,NA,NA,NA,NA,109,"","Real-World graphs",NA
"373","ex200.gr","Hybrid",270,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,942,NA,112,NA,NA,NA,NA,NA,NA,NA,112,"","Real-World graphs",NA
"374","ex200.gr","Base",270,1.2,3492.718,"UNKNOWN",14,"",36,"INTERRUPTED signal 15","",45,3558.9309,0.002,942,4,112,10023,0.0097,45,10,0,NA,NA,112,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"375","ex200.gr","Base(IP)",270,NA,NA,"UNKNOWN",5,"",NA,"INTERRUPTED signal 15","seeded",139,NA,NA,942,NA,112,NA,NA,139,NA,NA,NA,NA,112,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"376","FLA_15.gr","Hybrid",325,3.351519,3510.1202,"UNKNOWN",3,"",4573,"INTERRUPTED signal 15",NA,22,3554.5221,0,522,11,324,17014,3.1336,22,3226,0.0089,1.0031,105948,324,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"377","FLA_15.gr","Base",325,1,3428.9618,"UNKNOWN",5,"",4,"INTERRUPTED signal 15","",22,3551.0411,0,522,2,324,18567,0.0045,22,2,0,NA,NA,324,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"378","FLA_15.gr","Base(IP)",325,1,173.5602,"UNKNOWN",3,"",4,"","seeded",22,676.3853,0,522,2,324,32055,317.3682,22,1,0,NA,NA,324,"","Real-World graphs",NA
"379","flat1000_50_0.graph","Hybrid",1000,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,245000,NA,52,NA,NA,NA,NA,NA,NA,NA,52,"","Real-World graphs",NA
"380","flat1000_50_0.graph","Base",1000,NA,NA,"",NA,"",NA,"","",NA,NA,NA,245000,NA,52,NA,NA,NA,NA,NA,NA,NA,52,"","Real-World graphs",NA
"381","flat1000_50_0.graph","Base(IP)",1000,NA,NA,"",NA,"",NA,"","",NA,NA,NA,245000,NA,52,NA,NA,NA,NA,NA,NA,NA,52,"","Real-World graphs",NA
"382","flat1000_76_0.graph","Hybrid",1000,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,246708,NA,85,NA,NA,NA,NA,NA,NA,NA,85,"","Real-World graphs",NA
"383","flat1000_76_0.graph","Base",1000,NA,NA,"",NA,"",NA,"","",NA,NA,NA,246708,NA,85,NA,NA,NA,NA,NA,NA,NA,85,"","Real-World graphs",NA
"384","flat1000_76_0.graph","Base(IP)",1000,NA,NA,"",NA,"",NA,"","",NA,NA,NA,246708,NA,85,NA,NA,NA,NA,NA,NA,NA,85,"","Real-World graphs",NA
"385","flat300_28_0.graph","Hybrid",300,5.581071,3527.8296,"UNKNOWN",7,"",11719,"INTERRUPTED signal 15",NA,285,3559.7629,0,21695,29,82,13064,8.12,285,8400,0,1.0033,90298,82,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"386","flat300_28_0.graph","Base",300,1.071429,3485.0165,"UNKNOWN",20,"",33,"INTERRUPTED signal 15","",286,3575.5993,0.0035,21695,6,82,12339,0.018,286,14,0,NA,NA,82,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"387","flat300_28_0.graph","Base(IP)",300,1,125.6952,"UNKNOWN",6,"",8,"","seeded",286,1116.5996,0,21695,2,82,31774,869.2871,286,5,0,NA,NA,82,"","Real-World graphs",NA
"388","FoldedCubeGraph_7.gr","Hybrid",64,5.106942,3598.5665,"UNKNOWN",7,"",14518,"INTERRUPTED signal 15",NA,38,3599.5098,0,224,6,28,317,0.1128,38,1599,0.0045,1.0152,4158,28,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"389","FoldedCubeGraph_7.gr","Base",64,1,3597.6936,"UNKNOWN",12,"",19,"INTERRUPTED signal 15","",41,3598.4563,6e-04,224,3,28,393,0.0017,41,9,0,NA,NA,28,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"390","FoldedCubeGraph_7.gr","Base(IP)",64,1,85.05,"UNKNOWN",6,"",10,"INTERRUPTED signal 15","seeded",41,3599.5099,0,224,1,28,958,116.6696,41,6,0,NA,NA,28,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"391","FolkmanGraph.gr","Hybrid",20,5.816536,3599.3299,"UNKNOWN",5,"",21356,"INTERRUPTED signal 15",NA,6,3599.6136,0,40,8,30,232,0.0674,6,2044,0.0514,1.0455,418,30,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"392","FolkmanGraph.gr","Base",20,1,3.5389,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","",6,3.5655,0,40,1,30,44,6e-04,NA,3,0,NA,NA,30,"","Real-World graphs",NA
"393","FolkmanGraph.gr","Base(IP)",20,1,3.6968,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",6,3.7943,0,40,1,30,54,0.0638,NA,3,0,NA,NA,30,"","Real-World graphs",NA
"394","fpsol2.i.2.graph","Hybrid",363,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,8691,NA,66,NA,NA,NA,NA,NA,NA,NA,66,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"395","fpsol2.i.2.graph","Base",363,1.153846,1028.909,"OPTIMUM FOUND",NA,"LB >= UB.",67,"","",31,1233.2889,0.0081,8691,7,66,20188,0.0254,NA,26,1e-04,NA,NA,66,"","Real-World graphs",NA
"396","fpsol2.i.2.graph","Base(IP)",363,1,246.7421,"UNKNOWN",13,"",16,"","seeded",52,521.4021,0,8691,2,66,32782,40.5103,52,13,0,NA,NA,66,"","Real-World graphs",NA
"397","fpsol2.i.3.graph","Hybrid",363,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,8688,NA,60,NA,NA,NA,NA,NA,NA,NA,60,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"398","fpsol2.i.3.graph","Base",363,1.041667,1123.5311,"OPTIMUM FOUND",NA,"LB >= UB.",62,"","",31,1322.7296,0.0042,8688,5,60,23260,0.0173,NA,24,1e-04,NA,NA,60,"","Real-World graphs",NA
"399","fpsol2.i.3.graph","Base(IP)",363,NA,NA,"UNKNOWN",14,"",NA,"","seeded",77,NA,NA,8688,NA,60,NA,NA,77,NA,NA,NA,NA,60,"","Real-World graphs",NA
"400","FranklinGraph.gr","Hybrid",12,4.25,2.3315,"OPTIMUM FOUND",NA,"LB >= UB.",2210,"",NA,4,2.3457,0,18,2,6,41,7e-04,NA,300,0.0016,1.0714,154,6,"","Real-World graphs",NA
"401","FranklinGraph.gr","Base",12,1,0.0453,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",4,0.053,0,18,1,6,36,3e-04,NA,1,0,NA,NA,6,"","Real-World graphs",NA
"402","FranklinGraph.gr","Base(IP)",12,1,0.0465,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",4,0.0751,0,18,1,6,39,0.0186,NA,1,0,NA,NA,6,"","Real-World graphs",NA
"403","FruchtGraph.gr","Hybrid",12,3.676667,0.6858,"OPTIMUM FOUND",NA,"LB >= UB.",1923,"",NA,3,0.7034,0,18,2,8,39,0.0029,NA,300,0.0017,1.0714,154,8,"","Real-World graphs",NA
"404","FruchtGraph.gr","Base",12,0,0.001,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","",3,0.0071,0,18,0,8,35,0,NA,0,0,NA,NA,8,"","Real-World graphs",NA
"405","FruchtGraph.gr","Base(IP)",12,0,0.0011,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","seeded",3,0.0089,0,18,0,8,35,0,NA,0,0,NA,NA,8,"","Real-World graphs",NA
"406","fuzix_bankfixe_pagemap_mem_used.gr","Hybrid",10,2,0.0065,"OPTIMUM FOUND",NA,"LB >= UB.",168,"",NA,1,0.0101,0,9,2,179,36,0.0014,NA,45,1e-04,1.0833,108,179,"","Real-World graphs",NA
"407","fuzix_bankfixe_pagemap_mem_used.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0055,0,9,0,179,35,0,NA,0,0,NA,NA,179,"","Real-World graphs",NA
"408","fuzix_bankfixe_pagemap_mem_used.gr","Base(IP)",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0036,0,9,0,179,35,0,NA,0,0,NA,NA,179,"","Real-World graphs",NA
"409","fuzix_cfspee_cfgetospeed.gr","Hybrid",8,2,0.0018,"OPTIMUM FOUND",NA,"LB >= UB.",107,"",NA,1,0.0044,7e-04,7,2,223,36,9e-04,NA,28,0,1.1,70,223,"","Real-World graphs",NA
"410","fuzix_cfspee_cfgetospeed.gr","Base",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0017,0,7,0,223,35,0,NA,0,0,NA,NA,223,"","Real-World graphs",NA
"411","fuzix_cfspee_cfgetospeed.gr","Base(IP)",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0037,0,7,0,223,35,0,NA,0,0,NA,NA,223,"","Real-World graphs",NA
"412","fuzix_ctype_toupper.gr","Hybrid",16,2.368715,0.1001,"OPTIMUM FOUND",NA,"LB >= UB.",796,"",NA,2,0.1122,0,16,2,201,38,9e-04,NA,179,0.0012,1.0556,270,201,"","Real-World graphs",NA
"413","fuzix_ctype_toupper.gr","Base",16,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0134,0,16,0,201,36,0,NA,0,0,NA,NA,201,"","Real-World graphs",NA
"414","fuzix_ctype_toupper.gr","Base(IP)",16,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0134,0,16,0,201,36,0,NA,0,0,NA,NA,201,"","Real-World graphs",NA
"415","fuzix_devices_device_init.gr","Hybrid",6,2,7e-04,"OPTIMUM FOUND",NA,"LB >= UB.",53,"",NA,1,0.0033,6e-04,5,2,213,36,0.0011,NA,15,0,1.125,40,213,"","Real-World graphs",NA
