"","instance","solver","X.nodes","cores_len","SAT_time","verdict","best_LB","solved_by","SAT_calls","interrupted_by","CPLEX_seeded","solution","CPU","CPLEX_pop_time","X.edges","iterations","inst_num.x","MEM_MB","CPLEX_time","best_UB","cores","GREEDY_time","num_obj_in_core","cores_obj","inst_num.y","wat","Dataset","inst_num"
"1462","rnd20-0.3_6.gr","Base",20,1,0.5423,"OPTIMUM FOUND",NA,"LB >= UB.",6,"","",8,0.5697,0,52,1,NA,39,5e-04,NA,4,0,NA,NA,NA,NA,"Synthetic graphs",203
"1463","rnd20-0.1_10.gr","Base",20,0,0.0012,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0267,0,19,0,NA,38,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",53
"1464","rnd10-0.5_8.gr","Base",10,0,0.0012,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","seeded",5,0.0056,0,27,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",21
"1465","rnd10-0.3_4.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.005,0,14,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",170
"1466","rnd10-0.1_5.gr","Base(IP)",10,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0037,0,3,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",186
"1467","rnd10-0.7_5.gr","Base",10,0,9e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",5,0.0075,0,28,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",42
"1468","rnd30-0.7_6.gr","Base(IP)",30,1,121.4364,"UNKNOWN",17,"",21,"INTERRUPTED signal 15","seeded",26,3599.6554,0,295,1,NA,158,100.0136,26,17,0,NA,NA,NA,NA,"Synthetic graphs",241
"1469","rnd40-0.9_9.gr","Base",40,1,21.3098,"OPTIMUM FOUND",NA,"LB >= UB.",31,"","",35,21.4893,0,703,1,NA,71,0.0034,NA,29,0,NA,NA,NA,NA,"Synthetic graphs",46
"1470","rnd50-0.9_2.gr","Base",50,1.025641,312.2329,"OPTIMUM FOUND",NA,"CPLEX model.",42,"","",44,312.6025,0,1094,2,NA,224,0.0014,NA,39,0,NA,NA,NA,NA,"Synthetic graphs",130
"1471","rnd30-0.3_8.gr","Base",30,1.111111,207.9059,"OPTIMUM FOUND",NA,"LB >= UB.",15,"","",14,207.9926,5e-04,123,2,NA,128,0.0014,NA,9,0,NA,NA,NA,NA,"Synthetic graphs",165
"1472","rnd50-0.1_8.gr","Base",50,1.25,1465.385,"OPTIMUM FOUND",NA,"building summations.",24,"","",11,1465.7959,4e-04,105,3,NA,230,0.0017,NA,8,0,NA,NA,NA,NA,"Synthetic graphs",248
"1473","rnd20-0.1_5.gr","Base",20,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0228,0,18,0,NA,38,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",149
"1474","rnd20-0.7_8.gr","Base(IP)",20,1,0.1273,"OPTIMUM FOUND",NA,"LB >= UB.",9,"","seeded",13,0.2015,0,132,1,NA,46,0.0431,NA,7,0,NA,NA,NA,NA,"Synthetic graphs",218
"1475","rnd10-0.5_2.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0049,0,19,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",111
"1476","rnd50-0.3_3.gr","Base",50,1.0625,3598.486,"UNKNOWN",21,"",24,"INTERRUPTED signal 15","",35,3598.8111,4e-04,368,4,NA,332,0.0029,35,16,0,NA,NA,NA,NA,"Synthetic graphs",250
"1477","rnd10-0.3_4.gr","Base(IP)",10,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0048,0,14,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",170
"1478","clique30.gr","Base",30,1,1.446,"OPTIMUM FOUND",NA,"LB >= UB.",26,"","",29,1.5156,0,435,1,NA,48,1e-04,NA,24,0,NA,NA,NA,NA,"Synthetic graphs",251
"1479","rnd30-0.3_4.gr","Base(IP)",30,1,86.238,"UNKNOWN",9,"",17,"INTERRUPTED signal 15","seeded",14,3599.6468,0,128,1,NA,209,100.0131,14,9,0,NA,NA,NA,NA,"Synthetic graphs",38
"1480","rnd40-0.9_6.gr","Base",40,1,148.7474,"OPTIMUM FOUND",NA,"LB >= UB.",36,"","",36,148.9246,3e-04,701,2,NA,136,0.001,NA,30,0,NA,NA,NA,NA,"Synthetic graphs",189
"1481","rnd10-0.3_1.gr","Hybrid",10,3.449477,0.1102,"OPTIMUM FOUND",NA,"LB >= UB.",1666,"",NA,3,0.123,0,18,2,NA,37,0.002,NA,287,0.0026,1.0833,108,NA,NA,"Synthetic graphs",104
"1482","rnd40-0.7_4.gr","Hybrid",40,10.398114,3596.2848,"UNKNOWN",23,"",34235,"INTERRUPTED signal 15",NA,35,3598.2553,0,531,14,NA,446,0.464,35,2439,0.0075,1.0238,1638,NA,NA,"Synthetic graphs",97
"1483","rnd20-0.9_5.gr","Hybrid",20,8.150192,3599.1092,"UNKNOWN",13,"",29513,"INTERRUPTED signal 15",NA,15,3599.439,0,162,8,NA,238,0.0918,15,2084,0.0243,1.0455,418,NA,NA,"Synthetic graphs",138
"1484","rnd10-0.7_7.gr","Hybrid",10,5.68148,136.6,"OPTIMUM FOUND",NA,"LB >= UB.",116688,"",NA,7,160.0091,5.5431,39,132,NA,92,11.0642,NA,12241,4.3479,1.0833,108,NA,NA,"Synthetic graphs",214
"1485","rnd10-0.7_1.gr","Hybrid",10,4.690377,113.2191,"OPTIMUM FOUND",NA,"LB >= UB.",112972,"",NA,6,217.88,46.7657,32,693,NA,95,50.537,NA,15338,3.1304,1.0833,108,NA,NA,"Synthetic graphs",60
"1486","clique50.gr","Hybrid",50,10.021935,3597.7467,"UNKNOWN",29,"",26665,"INTERRUPTED signal 15",NA,49,3598.941,0,1225,8,NA,320,0.2255,49,1778,0.004,1.0192,2548,NA,NA,"Synthetic graphs",252
"1487","rnd30-0.7_7.gr","Hybrid",30,10.380368,3598.7934,"UNKNOWN",19,"",23249,"INTERRUPTED signal 15",NA,24,3599.3812,0,318,7,NA,296,0.0748,24,1467,0.0058,1.0312,928,NA,NA,"Synthetic graphs",123
"1488","rnd20-0.9_10.gr","Hybrid",20,8.550952,3598.9253,"UNKNOWN",14,"",30852,"INTERRUPTED signal 15",NA,16,3599.2807,0,174,8,NA,247,0.084,16,2100,0.024,1.0455,418,NA,NA,"Synthetic graphs",4
"1489","rnd10-0.1_7.gr","Hybrid",10,2.125,0.0028,"OPTIMUM FOUND",NA,"LB >= UB.",116,"",NA,2,0.0092,3e-04,8,2,NA,36,9e-04,NA,32,1e-04,1.0833,108,NA,NA,"Synthetic graphs",83
"1490","rnd20-0.7_9.gr","Hybrid",20,7.861429,3599.1615,"UNKNOWN",12,"",29198,"INTERRUPTED signal 15",NA,14,3599.502,0,139,8,NA,220,0.0842,14,2100,0.0252,1.0455,418,NA,NA,"Synthetic graphs",24
"1491","rnd10-0.7_10.gr","Hybrid",10,5.274444,1.7814,"OPTIMUM FOUND",NA,"LB >= UB.",7941,"",NA,6,1.8325,0,34,4,NA,43,0.0089,NA,900,0.0129,1.0833,108,NA,NA,"Synthetic graphs",181
"1492","rnd10-0.1_1.gr","Hybrid",10,2.5,0.0021,"OPTIMUM FOUND",NA,"LB >= UB.",79,"",NA,2,0.0106,6e-04,7,2,NA,36,9e-04,NA,20,0,1.0833,108,NA,NA,"Synthetic graphs",12
"1493","rnd30-0.1_1.gr","Hybrid",30,5.357041,3599.1703,"UNKNOWN",5,"",22904,"INTERRUPTED signal 15",NA,6,3599.598,0,49,9,NA,229,0.105,6,2109,0.0489,1.0312,928,NA,NA,"Synthetic graphs",51
"1494","rnd40-0.7_2.gr","Hybrid",40,10.522091,3597.6791,"UNKNOWN",24,"",28191,"INTERRUPTED signal 15",NA,34,3598.9508,0,546,10,NA,305,0.1113,34,1856,0.0048,1.0238,1638,NA,NA,"Synthetic graphs",216
"1495","rnd50-0.1_3.gr","Hybrid",50,5.821332,3599.0418,"UNKNOWN",6,"",14883,"INTERRUPTED signal 15",NA,19,3599.6661,0,124,6,NA,282,0.1197,19,1472,0.008,1.0192,2548,NA,NA,"Synthetic graphs",23
"1496","rnd50-0.7_8.gr","Hybrid",50,10.327445,3597.022,"UNKNOWN",26,"",34277,"INTERRUPTED signal 15",NA,44,3598.5973,0,873,12,NA,388,0.1865,44,2321,0.0056,1.0192,2548,NA,NA,"Synthetic graphs",5
"1497","rnd20-0.5_8.gr","Hybrid",20,7.345613,3599.2263,"UNKNOWN",9,"",27779,"INTERRUPTED signal 15",NA,12,3599.5494,0,100,8,NA,215,0.0899,12,2063,0.0287,1.0455,418,NA,NA,"Synthetic graphs",34
"1498","rnd50-0.7_9.gr","Hybrid",50,10.475323,3597.2064,"UNKNOWN",23,"",32522,"INTERRUPTED signal 15",NA,43,3598.391,0,869,11,NA,365,0.2592,43,2087,0.0049,1.0192,2548,NA,NA,"Synthetic graphs",192
"1499","rnd10-0.9_9.gr","Hybrid",10,5.875556,2.4203,"OPTIMUM FOUND",NA,"LB >= UB.",8898,"",NA,8,2.4673,0,43,4,NA,43,0.0093,NA,900,0.0105,1.0833,108,NA,NA,"Synthetic graphs",18
"1500","rnd40-0.1_2.gr","Hybrid",40,6.446996,3599.113,"UNKNOWN",6,"",16988,"INTERRUPTED signal 15",NA,8,3599.5047,0,71,8,NA,239,0.0815,8,1698,0.0185,1.0238,1638,NA,NA,"Synthetic graphs",94
"1501","rnd10-0.7_9.gr","Hybrid",10,4.913333,0.3493,"OPTIMUM FOUND",NA,"LB >= UB.",2456,"",NA,6,0.3643,0,33,2,NA,38,0.0026,NA,300,0.0012,1.0833,108,NA,NA,"Synthetic graphs",135
"1502","rnd50-0.3_9.gr","Hybrid",50,6.879916,3598.628,"UNKNOWN",13,"",18166,"INTERRUPTED signal 15",NA,35,3599.5704,0,381,6,NA,295,0.1322,35,1424,0.0034,1.0192,2548,NA,NA,"Synthetic graphs",89
"1503","rnd40-0.1_10.gr","Hybrid",40,6.22,3599.125,"UNKNOWN",5,"",17478,"INTERRUPTED signal 15",NA,9,3599.5702,0,82,8,NA,285,0.1024,9,1750,0.0177,1.0238,1638,NA,NA,"Synthetic graphs",44
"1504","rnd50-0.3_6.gr","Hybrid",50,7.227425,3598.4641,"UNKNOWN",13,"",18146,"INTERRUPTED signal 15",NA,36,3599.4926,0,381,6,NA,273,0.13,36,1495,0.0046,1.0192,2548,NA,NA,"Synthetic graphs",139
"1505","rnd20-0.3_6.gr","Hybrid",20,6.053643,3599.1938,"UNKNOWN",7,"",25723,"INTERRUPTED signal 15",NA,8,3599.5224,0,52,8,NA,227,0.0793,8,2237,0.0514,1.0455,418,NA,NA,"Synthetic graphs",203
"1506","rnd20-0.9_1.gr","Hybrid",20,8.686667,3599.213,"UNKNOWN",15,"",30641,"INTERRUPTED signal 15",NA,17,3599.5794,0,176,8,NA,255,0.0805,17,2100,0.024,1.0455,418,NA,NA,"Synthetic graphs",191
"1507","rnd20-0.7_5.gr","Hybrid",20,7.761315,3599.1056,"UNKNOWN",12,"",28298,"INTERRUPTED signal 15",NA,14,3599.5458,0,120,8,NA,213,0.1989,14,2099,0.0268,1.0455,418,NA,NA,"Synthetic graphs",13
"1508","rnd10-0.9_1.gr","Hybrid",10,5.707333,6.292,"OPTIMUM FOUND",NA,"LB >= UB.",14709,"",NA,7,6.4074,0,41,6,NA,46,0.0199,NA,1500,0.0349,1.0833,108,NA,NA,"Synthetic graphs",146
"1509","rnd30-0.5_7.gr","Hybrid",30,8.890479,3598.874,"UNKNOWN",15,"",26180,"INTERRUPTED signal 15",NA,23,3599.4144,0,236,8,NA,252,0.1556,23,1817,0.0112,1.0312,928,NA,NA,"Synthetic graphs",62
"1510","rnd40-0.1_7.gr","Hybrid",40,6.706389,3598.8643,"UNKNOWN",6,"",19921,"INTERRUPTED signal 15",NA,8,3599.3845,0,86,8,NA,264,0.1259,8,1972,0.0233,1.0238,1638,NA,NA,"Synthetic graphs",95
"1511","rnd20-0.9_3.gr","Hybrid",20,8.444283,3599.21,"UNKNOWN",14,"",30281,"INTERRUPTED signal 15",NA,16,3599.5529,0,170,8,NA,256,0.0859,16,2064,0.0228,1.0455,418,NA,NA,"Synthetic graphs",73
"1512","rnd20-0.3_10.gr","Hybrid",20,6.096232,3599.4007,"UNKNOWN",6,"",22209,"INTERRUPTED signal 15",NA,8,3599.6965,0,50,9,NA,257,0.0866,8,1964,0.0405,1.0455,418,NA,NA,"Synthetic graphs",91
"1513","rnd20-0.1_5.gr","Hybrid",20,2.407216,0.1088,"OPTIMUM FOUND",NA,"LB >= UB.",820,"",NA,2,0.1293,0,18,2,NA,40,0.0014,NA,194,0.0014,1.0455,418,NA,NA,"Synthetic graphs",149
"1514","rnd40-0.1_9.gr","Hybrid",40,6.368806,3599.2397,"UNKNOWN",6,"",13157,"INTERRUPTED signal 15",NA,15,3599.5753,0,99,6,NA,253,0.0715,15,1231,0.0072,1.0238,1638,NA,NA,"Synthetic graphs",151
"1515","rnd20-0.5_6.gr","Hybrid",20,7.477991,3599.3084,"UNKNOWN",9,"",25119,"INTERRUPTED signal 15",NA,12,3599.5733,0,96,8,NA,279,0.0516,12,1931,0.0231,1.0455,418,NA,NA,"Synthetic graphs",17
"1516","rnd20-0.9_9.gr","Hybrid",20,8.614568,3599.1246,"UNKNOWN",15,"",30522,"INTERRUPTED signal 15",NA,17,3599.4601,0,173,8,NA,205,0.0571,17,2073,0.0238,1.0455,418,NA,NA,"Synthetic graphs",61
"1517","rnd10-0.9_4.gr","Hybrid",10,5.89005,104.7209,"OPTIMUM FOUND",NA,"LB >= UB.",95568,"",NA,8,111.3184,0.262,41,48,NA,93,2.3045,NA,9568,2.3784,1.0833,108,NA,NA,"Synthetic graphs",236
"1518","rnd50-0.1_6.gr","Hybrid",50,6.039511,3598.7928,"UNKNOWN",6,"",14250,"INTERRUPTED signal 15",NA,22,3599.4163,0,134,6,NA,299,0.1187,22,1392,0.0067,1.0192,2548,NA,NA,"Synthetic graphs",228
"1519","rnd40-0.7_9.gr","Hybrid",40,10.891611,3598.2266,"UNKNOWN",25,"",20323,"INTERRUPTED signal 15",NA,35,3599.0787,0,555,8,NA,334,0.0809,35,1347,0.0025,1.0238,1638,NA,NA,"Synthetic graphs",113
"1520","rnd30-0.1_9.gr","Hybrid",30,5.376505,3599.1319,"UNKNOWN",5,"",21616,"INTERRUPTED signal 15",NA,6,3599.4928,0,57,8,NA,237,0.0948,6,2077,0.04,1.0312,928,NA,NA,"Synthetic graphs",136
"1521","rnd30-0.7_5.gr","Hybrid",30,9.62225,3598.7341,"UNKNOWN",19,"",23955,"INTERRUPTED signal 15",NA,23,3599.3119,0,303,7,NA,308,0.0656,23,1591,0.0066,1.0312,928,NA,NA,"Synthetic graphs",158
"1522","rnd30-0.9_7.gr","Hybrid",30,10.768778,3598.7943,"UNKNOWN",23,"",21617,"INTERRUPTED signal 15",NA,26,3599.3399,0,391,8,NA,261,0.06,26,1358,0.0048,1.0312,928,NA,NA,"Synthetic graphs",110
"1523","rnd30-0.3_10.gr","Hybrid",30,7.025622,3599.3355,"UNKNOWN",8,"",15563,"INTERRUPTED signal 15",NA,17,3599.5904,0,121,6,NA,249,0.0678,17,1327,0.0078,1.0312,928,NA,NA,"Synthetic graphs",175
"1524","rnd30-0.5_6.gr","Hybrid",30,8.466249,3599.2701,"UNKNOWN",13,"",20263,"INTERRUPTED signal 15",NA,22,3599.6916,0,216,6,NA,277,0.0854,22,1437,0.0073,1.0312,928,NA,NA,"Synthetic graphs",52
"1525","rnd40-0.5_5.gr","Hybrid",40,8.546713,3598.8023,"UNKNOWN",16,"",20377,"INTERRUPTED signal 15",NA,31,3599.6157,0,401,6,NA,297,0.1361,31,1445,0.0049,1.0238,1638,NA,NA,"Synthetic graphs",230
"1526","rnd10-0.3_10.gr","Hybrid",10,2.745283,0.016,"OPTIMUM FOUND",NA,"LB >= UB.",478,"",NA,2,0.0238,0,13,2,NA,36,0.0015,NA,106,4e-04,1.0833,108,NA,NA,"Synthetic graphs",161
"1527","rnd50-0.7_2.gr","Hybrid",50,10.277573,3597.4849,"UNKNOWN",25,"",28322,"INTERRUPTED signal 15",NA,43,3598.6755,0,856,10,NA,343,0.193,43,1895,0.0035,1.0192,2548,NA,NA,"Synthetic graphs",66
"1528","clique30.gr","Hybrid",30,11.62585,3598.6504,"UNKNOWN",27,"",18707,"INTERRUPTED signal 15",NA,29,3599.2615,0,435,7,NA,283,0.0473,29,1176,0.0035,1.0312,928,NA,NA,"Synthetic graphs",251
"1529","rnd30-0.9_2.gr","Hybrid",30,10.736318,3598.902,"UNKNOWN",24,"",19129,"INTERRUPTED signal 15",NA,26,3599.4871,0,388,7,NA,249,0.0497,26,1206,0.0038,1.0312,928,NA,NA,"Synthetic graphs",179
"1530","rnd40-0.9_5.gr","Hybrid",40,10.996624,3597.5666,"UNKNOWN",30,"",17749,"INTERRUPTED signal 15",NA,37,3598.8775,0,700,8,NA,322,0.09,37,1185,0.002,1.0238,1638,NA,NA,"Synthetic graphs",194
"1531","rnd50-0.5_8.gr","Hybrid",50,8.519131,3597.3138,"UNKNOWN",20,"",29423,"INTERRUPTED signal 15",NA,41,3599.2545,0,617,9,NA,267,1.0116,41,2117,0.0055,1.0192,2548,NA,NA,"Synthetic graphs",188
"1532","rnd30-0.3_1.gr","Hybrid",30,7.500716,3599.2622,"UNKNOWN",9,"",17633,"INTERRUPTED signal 15",NA,20,3599.5682,0,138,6,NA,256,0.0826,20,1396,0.0092,1.0312,928,NA,NA,"Synthetic graphs",35
"1533","rnd10-0.1_10.gr","Hybrid",10,2,1e-04,"OPTIMUM FOUND",NA,"LB >= UB.",36,"",NA,1,0.0057,4e-04,5,2,NA,36,0.0011,NA,11,0,1.0833,108,NA,NA,"Synthetic graphs",7
"1534","rnd10-0.9_8.gr","Hybrid",10,5.642648,43.8637,"OPTIMUM FOUND",NA,"LB >= UB.",55753,"",NA,7,45.8236,0,38,23,NA,70,0.4629,NA,5801,0.9197,1.0833,108,NA,NA,"Synthetic graphs",103
"1535","rnd10-0.5_5.gr","Hybrid",10,3.935135,0.394,"OPTIMUM FOUND",NA,"LB >= UB.",3717,"",NA,4,0.4285,0,20,3,NA,38,0.0049,NA,555,0.0086,1.0833,108,NA,NA,"Synthetic graphs",245
"1536","rnd40-0.3_9.gr","Hybrid",40,7.368973,3598.9514,"UNKNOWN",11,"",17862,"INTERRUPTED signal 15",NA,26,3599.5305,0,256,5,NA,244,0.1256,26,1431,0.0052,1.0238,1638,NA,NA,"Synthetic graphs",71
"1537","rnd40-0.7_8.gr","Hybrid",40,9.939039,3597.5997,"UNKNOWN",24,"",23570,"INTERRUPTED signal 15",NA,34,3598.961,0,540,8,NA,343,0.3097,34,1624,0.0044,1.0238,1638,NA,NA,"Synthetic graphs",92
"1538","rnd50-0.7_1.gr","Hybrid",50,10.096627,3598.0137,"UNKNOWN",24,"",25862,"INTERRUPTED signal 15",NA,43,3599.067,0,846,9,NA,315,0.1467,43,1749,0.0031,1.0192,2548,NA,NA,"Synthetic graphs",55
"1539","rnd30-0.1_8.gr","Hybrid",30,2.84,0.8473,"OPTIMUM FOUND",NA,"LB >= UB.",1455,"",NA,3,0.9012,0,38,2,NA,51,0.0037,NA,300,9e-04,1.0312,928,NA,NA,"Synthetic graphs",108
"1540","rnd20-0.9_2.gr","Hybrid",20,8.369524,3599.0863,"UNKNOWN",14,"",29952,"INTERRUPTED signal 15",NA,16,3599.4534,0,166,8,NA,238,0.1251,16,2100,0.0239,1.0455,418,NA,NA,"Synthetic graphs",201
"1541","rnd20-0.3_3.gr","Hybrid",20,5.437082,3599.4189,"UNKNOWN",6,"",18090,"INTERRUPTED signal 15",NA,7,3599.6398,0,48,9,NA,266,0.0612,7,1796,0.0347,1.0455,418,NA,NA,"Synthetic graphs",193
"1542","rnd30-0.1_6.gr","Hybrid",30,4.381333,298.6588,"OPTIMUM FOUND",NA,"LB >= UB.",13158,"",NA,5,298.8459,0,49,6,NA,109,0.0281,NA,1500,0.0213,1.0312,928,NA,NA,"Synthetic graphs",127
"1543","rnd30-0.5_1.gr","Hybrid",30,8.027428,3598.976,"UNKNOWN",13,"",18108,"INTERRUPTED signal 15",NA,23,3599.5001,0,218,6,NA,236,0.2088,23,1349,0.0061,1.0312,928,NA,NA,"Synthetic graphs",166
"1544","rnd50-0.3_3.gr","Hybrid",50,6.784067,3598.5105,"UNKNOWN",13,"",17333,"INTERRUPTED signal 15",NA,35,3599.4875,0,368,6,NA,295,0.3134,35,1431,0.0036,1.0192,2548,NA,NA,"Synthetic graphs",250
"1545","rnd20-0.7_1.gr","Hybrid",20,7.906235,3599.2233,"UNKNOWN",11,"",29446,"INTERRUPTED signal 15",NA,14,3599.5408,0,132,8,NA,226,0.0898,14,2101,0.0259,1.0455,418,NA,NA,"Synthetic graphs",29
"1546","rnd30-0.3_4.gr","Hybrid",30,7.476376,3599.2239,"UNKNOWN",8,"",22075,"INTERRUPTED signal 15",NA,15,3599.6149,0,128,8,NA,227,0.097,15,1799,0.015,1.0312,928,NA,NA,"Synthetic graphs",38
"1547","rnd50-0.7_3.gr","Hybrid",50,10.172189,3598.0083,"UNKNOWN",25,"",25144,"INTERRUPTED signal 15",NA,44,3598.9029,0,858,9,NA,314,0.1266,44,1690,0.0029,1.0192,2548,NA,NA,"Synthetic graphs",133
"1548","rnd40-0.3_10.gr","Hybrid",40,6.90732,3598.8398,"UNKNOWN",10,"",17646,"INTERRUPTED signal 15",NA,26,3599.4217,0,212,6,NA,278,0.0834,26,1489,0.006,1.0238,1638,NA,NA,"Synthetic graphs",36
"1549","rnd50-0.1_2.gr","Hybrid",50,5.894558,3599.0648,"UNKNOWN",6,"",15012,"INTERRUPTED signal 15",NA,22,3599.6541,0,113,6,NA,257,0.1192,22,1470,0.0093,1.0192,2548,NA,NA,"Synthetic graphs",229
"1550","rnd50-0.9_5.gr","Hybrid",50,10.935874,3597.3533,"UNKNOWN",29,"",26860,"INTERRUPTED signal 15",NA,46,3598.5551,0,1097,9,NA,383,0.2485,46,1653,0.0038,1.0192,2548,NA,NA,"Synthetic graphs",219
"1551","rnd30-0.7_9.gr","Hybrid",30,10.175128,3598.5751,"UNKNOWN",19,"",27508,"INTERRUPTED signal 15",NA,23,3599.2427,0,316,8,NA,292,0.0767,23,1753,0.0091,1.0312,928,NA,NA,"Synthetic graphs",243
"1552","rnd40-0.9_6.gr","Hybrid",40,11.192185,3598.1469,"UNKNOWN",28,"",19935,"INTERRUPTED signal 15",NA,37,3599.2521,0,701,8,NA,321,0.1006,37,1254,0.0028,1.0238,1638,NA,NA,"Synthetic graphs",189
"1553","rnd30-0.7_10.gr","Hybrid",30,10.311637,3598.6956,"UNKNOWN",20,"",24122,"INTERRUPTED signal 15",NA,24,3599.2477,0,321,8,NA,268,0.0641,24,1521,0.0064,1.0312,928,NA,NA,"Synthetic graphs",41
"1554","rnd40-0.5_6.gr","Hybrid",40,8.305303,3598.4284,"UNKNOWN",18,"",18160,"INTERRUPTED signal 15",NA,32,3599.541,0,399,5,NA,256,0.3322,32,1320,0.0038,1.0238,1638,NA,NA,"Synthetic graphs",142
"1555","rnd30-0.7_2.gr","Hybrid",30,10.007602,3598.691,"UNKNOWN",18,"",22789,"INTERRUPTED signal 15",NA,23,3599.222,0,301,7,NA,313,0.0538,23,1447,0.0059,1.0312,928,NA,NA,"Synthetic graphs",220
"1556","rnd10-0.7_6.gr","Hybrid",10,4.41583,491.0707,"UNKNOWN",5,"",283981,"INTERRUPTED signal 15",NA,6,3595.8363,1457.051,29,5026,NA,185,1529.4807,6,69336,35.175,1.0833,108,NA,NA,"Synthetic graphs",185
"1557","rnd10-0.7_4.gr","Hybrid",10,5.1,1.5959,"OPTIMUM FOUND",NA,"LB >= UB.",7760,"",NA,6,1.6439,0,30,4,NA,42,0.0059,NA,900,0.0138,1.0833,108,NA,NA,"Synthetic graphs",27
"1558","rnd40-0.7_10.gr","Hybrid",40,10.652578,3596.5403,"UNKNOWN",23,"",31697,"INTERRUPTED signal 15",NA,34,3598.4684,0,555,12,NA,343,0.4499,34,2153,0.0061,1.0238,1638,NA,NA,"Synthetic graphs",221
"1559","rnd40-0.3_1.gr","Hybrid",40,7.268556,3598.9917,"UNKNOWN",12,"",18424,"INTERRUPTED signal 15",NA,26,3599.5355,0,228,6,NA,285,0.0959,26,1482,0.0065,1.0238,1638,NA,NA,"Synthetic graphs",239
"1560","rnd10-0.3_5.gr","Hybrid",10,3.583333,0.1449,"OPTIMUM FOUND",NA,"LB >= UB.",1849,"",NA,4,0.1575,0,17,2,NA,37,0.0024,NA,300,0.0024,1.0833,108,NA,NA,"Synthetic graphs",99
"1561","rnd30-0.1_10.gr","Hybrid",30,3.226667,1.2915,"OPTIMUM FOUND",NA,"LB >= UB.",1683,"",NA,4,1.3415,0,45,2,NA,51,0.0034,NA,300,7e-04,1.0312,928,NA,NA,"Synthetic graphs",187
"1562","rnd10-0.9_6.gr","Hybrid",10,5.8325,5.2137,"OPTIMUM FOUND",NA,"LB >= UB.",12081,"",NA,7,5.3081,0,41,5,NA,46,0.018,NA,1200,0.0211,1.0833,108,NA,NA,"Synthetic graphs",78
"1563","rnd40-0.1_4.gr","Hybrid",40,6.357566,3599.1841,"UNKNOWN",6,"",11522,"INTERRUPTED signal 15",NA,19,3599.5349,0,87,6,NA,244,0.1023,19,1183,0.0069,1.0238,1638,NA,NA,"Synthetic graphs",115
"1564","rnd30-0.9_4.gr","Hybrid",30,10.75463,3598.5389,"UNKNOWN",23,"",24088,"INTERRUPTED signal 15",NA,26,3599.3119,0,382,8,NA,302,0.0733,26,1512,0.0063,1.0312,928,NA,NA,"Synthetic graphs",75
"1565","rnd50-0.9_2.gr","Hybrid",50,11.463272,3598.1709,"UNKNOWN",30,"",19566,"INTERRUPTED signal 15",NA,46,3598.8534,0,1094,8,NA,350,0.0846,46,1198,0.0016,1.0192,2548,NA,NA,"Synthetic graphs",130
"1566","rnd50-0.3_2.gr","Hybrid",50,6.980312,3598.4372,"UNKNOWN",12,"",18155,"INTERRUPTED signal 15",NA,34,3599.5872,0,356,6,NA,284,0.1615,34,1473,0.0043,1.0192,2548,NA,NA,"Synthetic graphs",114
"1567","clique20.gr","Hybrid",20,9.0234,3599.1024,"UNKNOWN",16,"",31288,"INTERRUPTED signal 15",NA,19,3599.4742,0,190,8,NA,274,0.064,19,2094,0.0228,1.0455,418,NA,NA,"Synthetic graphs",254
"1568","rnd40-0.5_4.gr","Hybrid",40,8.560327,3598.6494,"UNKNOWN",16,"",20582,"INTERRUPTED signal 15",NA,32,3599.458,0,389,6,NA,292,0.1394,32,1467,0.0044,1.0238,1638,NA,NA,"Synthetic graphs",173
"1569","rnd20-0.7_10.gr","Hybrid",20,8.23868,3599.2981,"UNKNOWN",13,"",34171,"INTERRUPTED signal 15",NA,15,3599.642,0,145,9,NA,291,0.0816,15,2363,0.0317,1.0455,418,NA,NA,"Synthetic graphs",240
"1570","rnd40-0.3_2.gr","Hybrid",40,7.011333,3599.0096,"UNKNOWN",10,"",18348,"INTERRUPTED signal 15",NA,26,3599.5203,0,226,6,NA,274,0.1111,26,1500,0.0066,1.0238,1638,NA,NA,"Synthetic graphs",231
